"Occurrences","Lexeme","Part of speech","Gloss"
7,"sulphur","noun","svovl"
1,"sulphureus","adjective","svovlgul"
4620,"sum","verb","er"
1,"summa","noun","sum"
26,"summus","adjective","yderst; sidst"
19,"sumo","verb","tager"
2,"sumptus","noun","udgift"
272,"super","preposition","over"
1,"superabundanter","adverb","i overflod"
3,"superabundo","verb","er i overflod"
1,"superadultus","adjective","helt moden"
6,"superaedifico","verb","bygger grundvolden"
1,"superbia","noun","overmod"
4,"superbus","adjective","overmodig"
1,"supercerto","verb","kæmper over"
1,"supercilium","noun","øjenbryn"
1,"supercresco","verb","vokser fremover"
1,"supereffluo","verb","er i overflod"
2,"superemineo","verb","rager op over"
1,"supererogo","verb","lægger ud"
1,"superextendo","verb","udspænder"
1,"supergredior","verb","overgår"
1,"superimpendo","verb","udmatter"
1,"superinduo","verb","ifører mig"
1,"superlucror","verb","profiterer"
2,"supernus","adjective","som er foroven"
3,"supero","verb","rager op"
1,"superordino","verb","tilføjer"
2,"superpono","verb","sætter over"
1,"superscriptio","noun","inscription"
1,"supersemino","verb","sår ovenpå"
2,"superstitio","noun","ængstelig"
1,"superstitiosus","adjective","overtroisk"
1,"supersubstantialis","adjective","daglig"
4,"supersum","verb","er tilovers"
4,"superus","adjective","foroven"
18,"supervenio","verb","kommer oven på"
1,"supervestio","verb","iklæder sig"
2,"supplementum","noun","forstærkning"
5,"suppleo","verb","udfylder"
1,"supplicium","noun","bøn; bønfaldelse"
1,"suppono","verb","sætter"
2,"supporto","verb","bærer"
3,"supra","adverb","ovenfor"
69,"supra","preposition","over"
1,"suprascriptio","noun","inscription"
5,"surdus","adjective","døv"
119,"surgo","verb","rejser sig"
5,"sursum","adverb","opad"
1,"Susanna","proper_noun","Susanna"
35,"suscipio","verb","påtager mig"
41,"suscito","verb","opildner"
6,"suspendo","verb","ophænger"
2,"suspicio","verb","ser op"
2,"suspicor","verb","har mistanke om"
1,"sustentatio","noun","udsættelse"
1,"sustinentia","noun","udholdenhed"
25,"sustineo","verb","holder i vejret"
1,"susurratio","noun","hvisken"
1,"susurro","noun","hvisker"
660,"suus","possessive_reflexive_pronoun","sin"
1,"Sychar","proper_noun","Sykar"
2,"Sychem","proper_noun","Sikem"
1,"sycomorus","noun","morbærfigentræ"
6,"Symeon","proper_noun","Simeon"
1,"symphonia","noun"," harmonimusik "
60,"synagoga","noun","synagoge"
1,"Syntyche","proper_noun","Syntyke"
1,"Syracusa","proper_noun","Syrakus"
8,"Syria","proper_noun","Syrien"
1,"Syrophoenissa","proper_noun","syrisk-fønikisk"
1,"Syrtis","proper_noun","Syrtebugten"
1,"Syrus","adjective","syrisk"
1,"taberna","noun","kro"
13,"tabernaculum","noun","telt"
2,"Tabitas","proper_noun","Tabitas"
3,"tabula","noun","tavle"
22,"taceo","verb","tier"
2,"taedet","verb","er ubehageligt"
13,"talentum","noun","talent"
25,"talis","demonstrative_pronoun","så stor"
1,"talitha","foreign_word","talitha"
4,"tam","adverb","så"
23,"tamen","adverb","dog"
1,"tametsi","subjunction","skønt"
69,"tamquam","adverb","som om"
6,"tamquam","relative_adverb","ligesom"
1,"tamquam","subjunction","ligesom"
2,"tandem","adverb","endelig"
36,"tango","verb","berører"
35,"tantum","adverb","kun"
3,"tantus","adjective","så stor"
13,"tantus","demonstrative_pronoun","så stor"
1,"tarde","adverb","langsomt"
1,"tardo","verb","overrækker"
1,"tardus","adjective","langsom"
1,"Tarsensis","adjective","Tarsus"
4,"Tarsus","proper_noun","Tarsus"
2,"taurus","noun","tyr"
9,"tectum","noun","tag"
2,"tego","verb","dækker"
1,"tegula","noun","tagsten"
3,"teloneum","noun","toldboden"
1,"telum","noun","våben"
1,"temere","adverb","tilfældigt"
1,"tempero","verb","lindrer"
4,"tempestas","noun","uvejr"
112,"templum","noun","tempel"
3,"temporalis","adjective","verdslig"
13,"temptatio","noun","fristelse"
1,"temptator","noun","frister"
34,"tempto","verb","forsøger"
116,"tempus","noun","tid"
2,"tendo","verb","spænder"
40,"tenebrae","noun","mørke"
3,"tenebrosus","adjective","mørk"
47,"teneo","verb","frygter"
2,"tener","adjective","fin"
1,"tepidus","adjective","lunken"
12,"ter","adverb","3 gange"
2,"tergeo","verb","tørrer"
2,"terminus","noun","grænseskel"
1,"terni","adjective","tre til hver"
237,"terra","noun","jord"
13,"terraemotus","noun","jordskælv"
6,"terrenus","adjective","jord-"
5,"terreo","verb","forskrækker"
4,"terrestris","adjective","jordlig"
1,"terror","noun","rædsel"
8,"tertio","adverb","for tredje gang"
53,"tertius","ordinal_numeral","3.; tredje"
2,"Tertullus","proper_noun","Tertullus"
16,"testamentum","noun","testamentum"
19,"testificor","verb","vidner"
1,"testimentum","noun","pagt"
103,"testimonium","noun","vidnesbyrd"
29,"testis","noun","vidne"
3,"testor","verb","vidne"
7,"tetrarches","noun","regent "
2,"Thaddeus","proper_noun","Thaddæus"
1,"Thalassa","proper_noun","Lasæa"
1,"Thamar","proper_noun","Tamar"
1,"Thara","proper_noun","Tera"
2,"theatrum","noun","teater"
1,"Theodas","proper_noun","Theodas"
2,"Theophilus","proper_noun","Theophilus"
6,"thesaurizo","verb","samler skatter"
16,"thesaurus","noun","skat"
5,"Thessalonica","proper_noun","til Thessalonika"
3,"Thessalonicenses","noun","fra Thessalonika"
1,"Thessalonicensis","adjective","fra Thessalonika"
11,"Thomas","proper_noun","Thomas"
35,"thronus","noun","trone"
3,"Thyatira","proper_noun","Thyatira"
1,"Thyatireni","noun","Thyatira"
1,"thyinus","adjective","fra et citrustræ"
3,"Tiberias","proper_noun","Tiberias"
1,"Tiberius","proper_noun","Tiberius"
3,"tibia","noun","fløjte"
1,"tibicen","noun","fløjtespiller"
1,"timefactus","adjective","bliver bange"
88,"timeo","verb","frygter"
1,"Timeus","proper_noun","Timæus"
3,"timidus","adjective","frygtsom"
1,"Timon","proper_noun","Timon"
41,"timor","noun","frygt"
2,"timoratus","adjective","from "
19,"Timotheus","proper_noun","Timotheus"
3,"tinea","noun","møl"
1,"tinnio","verb","klinger"
1,"Titius","proper_noun","Titius"
3,"titulus","noun","titel"
13,"Titus","proper_noun","Titus"
1,"tolerabiliter","adverb","tålmodigt"
1,"tolerantia","noun","tålmodighed"
73,"tollo","verb","løfter op"
4,"tondeo","verb","baber"
11,"tonitruum","noun","torden"
1,"topazius","noun","topas"
2,"torcular","noun","perse"
7,"tormentum","noun","tortur"
6,"torqueo","verb","drejer"
1,"torrens","noun","brusende"
1,"tortor","noun","bøddel"
1,"tot","adverb","så mange"
63,"totus","adjective","hel; al"
6,"trabs","noun","bjælke"
1,"Trachonitis","proper_noun","Trakonitis"
3,"tracto","verb","behandler"
12,"traditio","noun","overlevering"
1,"traditor","noun","forræder"
125,"trado","verb","overrækker"
2,"traduco","verb","fører over"
14,"traho","verb","trækker"
3,"tranquillitas","noun","vindstille"
22,"trans","preposition","på den anden side af"
1,"transcendo","verb","overstiger"
51,"transeo","verb","går over"
10,"transfero","verb","overfører"
1,"transfigo","verb","gennemborer"
6,"transfiguro","verb","omdanner"
1,"transformo","verb","omformer"
5,"transfreto","verb","sætter over havet"
2,"transgredior","verb","skrider over "
1,"transgressio","noun","overgang"
1,"transigo","verb","tilendebringer"
1,"transitus","noun","overgang"
1,"transmeo","verb","drager igennem"
4,"transmigratio","noun","udrejse"
1,"transnavigo","verb","sejler over"
1,"transplanto","verb","fjerner"
1,"transpono","verb","sætter over en flod"
2,"trecenti","cardinal_numeral","300"
2,"tremefacio","verb","får til at ryste"
2,"tremo","verb","skælver"
5,"tremor","noun","skælven"
51,"tres","cardinal_numeral","3; tre"
41,"tribulatio","noun","trængsel"
3,"tribulo","verb","presser"
1,"tribulus","noun","en ukrudtsplante"
11,"tribunal","noun","tribunal"
21,"tribunus","noun","tribun"
5,"tribuo","verb","tildeler"
29,"tribus","noun","stamme"
7,"tributum","noun","skat"
1,"tricesimus","ordinal_numeral","30."
8,"triduum","noun","tre dage"
1,"triennium","noun","tre år"
10,"triginta","cardinal_numeral","30"
8,"tristis","adjective","trist"
16,"tristitia","noun","tristhed"
12,"triticum","noun","hvede"
2,"trituro","verb","tærsker"
2,"triumpho","verb","triumferer"
6,"Troas","proper_noun","Troas"
3,"Trophimus","proper_noun","Trofimos"
1,"Tryphaena","proper_noun","Tryfæna"
1,"Tryphosa","proper_noun","Tryfosa"
650,"tu","personal_pronoun","du"
22,"tuba","noun","trompet"
1,"tumor","noun","hovenhed"
1,"tumultuor","verb","larmer"
7,"tumultus","noun","larm"
153,"tunc","adverb","så"
14,"tunica","noun","tunika"
158,"turba","noun","larm"
2,"turbatio","noun","forvirring"
17,"turbo","verb","storm"
2,"turibulum","noun","røgelseskar"
1,"turpilucrus","adjective","skændig"
5,"turpis","adjective","hæslig"
2,"turpitudo","noun","slethed"
4,"turris","noun","tårn"
1,"turtur","noun","turteldue"
2,"tus","noun","røgelse"
1,"tutor","noun","beskytter"
1,"tutus","adjective","sikker"
1,"tuus","adjective","din"
400,"tuus","possessive_pronoun","din"
4,"Tychicus","proper_noun","Tykikos"
1,"typhonicus","adjective","tyfonisk"
1,"Tyrannus","proper_noun","Tyrannos"
1,"Tyrii","noun","folk i Tyrus"
11,"Tyros","proper_noun","Tyros"
1,"uber","adjective","yppig; fuldig"
2,"uber","noun","yver"
33,"ubi","interrogative_adverb","hvor"
81,"ubi","relative_adverb","hvor"
5,"ubicumque","relative_adverb","hvor end"
7,"ubique","adverb","overalt"
1,"ulciscor","verb","hævner"
2,"ulcus","noun","byld"
11,"ullus","indefinite_pronoun","ingen"
1,"ulna","noun","albue"
1,"ulterius","adverb","videre"
1,"ultimus","adjective","fjernest; yderst"
3,"ultio","noun","hævn; straf"
12,"ultra","adverb","udover"
3,"ultra","preposition","på den anden side"
2,"ultro","adverb","på den anden side"
1,"ululatus","noun","hyl; skrig"
5,"umbra","noun","skygge"
2,"umerus","noun","skulder"
1,"umor","noun","fugtighed; væske"
7,"umquam","adverb","aldrig"
32,"unde","interrogative_adverb","hvorfra"
6,"unde","relative_adverb","hvorfra"
7,"undecim","cardinal_numeral","11"
3,"undecimus","ordinal_numeral","11."
2,"undique","adverb","alle vegne fra"
15,"ung(u)o","verb","salver"
14,"unguentum","noun","salve"
5,"unianimis","adjective","enig"
6,"unianimiter","adverb","i enighed"
3,"unicus","adjective","eneste; ene"
4,"unigenitus","adjective","enbåret"
1,"unitas","noun","enhed"
1,"universitas","noun","helheden"
67,"universus","adjective","al; hel"
1,"unoculus","adjective","enøjet"
300,"unus","cardinal_numeral","en"
56,"unusquisque","indefinite_pronoun","hver enkelt"
1,"Urbanus","proper_noun","Urbanus"
2,"urbs","noun","by"
2,"urceus","noun","lerkrukke"
1,"urgeo","verb","trænger frem"
1,"Urias","proper_noun","Urias"
2,"uro","verb","brænder"
1,"ursus","noun","bjørn"
121,"usque","adverb","lige; helt"
3,"usquequo","interrogative_adverb","hvor langt"
2,"usura","noun","brug"
6,"usus","noun","en"
3,"ut","interrogative_adverb","om"
48,"ut","relative_adverb","for at"
854,"ut","subjunction","for at; så at"
17,"ut I","adverb","for at; så at"
19,"ut II","adverb","ligesom"
12,"uter","noun","lædersæk"
9,"uterque","indefinite_pronoun","begge"
13,"uterus","noun","bug"
11,"utilis","adjective","brugbar"
3,"utilitas","noun","brugbarhed; nytte; gavn"
4,"utinam","adverb","gid"
21,"utique","adverb","i ethvert tilfælde"
8,"utor","verb","bruger"
1,"utrum","adverb","om"
3,"uva","noun","drue; vindru"
75,"uxor","noun","kone; hustru"
1,"va","interjection","ve; ak; av"
3,"vaco","verb","er tom"
1,"vacuum","noun","fritid"
5,"vacuus","adjective","tom"
97,"vado","verb","vandrer"
46,"vae","interjection","ve; ak"
1,"vagina","noun","skede"
16,"valde","adverb","meget"
1,"valedico","verb","velsginer"
4,"valefacio","verb","tager afsked"
7,"valeo","verb","er stærk"
1,"valide","adverb","stærkt"
2,"validus","adjective","kraftig"
1,"valles","noun","dal"
1,"vallum","noun","vold"
1,"vaniloquus","adjective","pralende"
2,"vanitas","noun","falskhed; tomhed"
5,"vanus","adjective","tom"
1,"vapor","noun","damp"
3,"vapulo","verb","får prygl"
5,"varius","adjective","mangfoldig"
21,"vas","noun","kar"
22,"ve","conjunction","eller"
2,"vectigal","noun","skatteafgift"
1,"vehemens","adjective","voldsom"
7,"vehementer","adverb","voldsomt"
30,"vel","conjunction","eller"
5,"velamen","noun","dække"
3,"vello","verb","rykker"
9,"velo","verb","tilhyller"
3,"velociter","adverb","hurtigt"
1,"velox","adjective","hurtig"
3,"velum","noun","sejl"
11,"velut","adverb","eller"
28,"vendo","verb","sælger"
3,"veneficium","noun","forgiftning"
2,"veneficus","adjective","magisk"
1,"venenum","noun","gift"
4,"veneo","verb","sælges"
702,"venio","verb","kommer"
16,"venter","noun","bug; mave"
2,"ventilabrum","noun","kasteskovl"
29,"ventus","noun","vind"
8,"verax","adjective","sanddru"
1,"verbero","verb","slår"
237,"verbum","noun","ord"
28,"vere","adverb","men"
1,"verecundia","noun","skam"
4,"vereor","verb","agter"
71,"veritas","noun","sandhed"
4,"vermis","noun","orm"
137,"vero","adverb","men"
1,"versutia","noun","snedighed"
2,"verto","verb","vender"
1,"verum","adverb","men"
1,"verum","noun","det rette; det gode"
23,"verumtamen","adverb","tøj"
31,"verus","adjective","sand"
8,"vesper","noun","aften"
4,"vespera","noun","aften"
311,"vester","possessive_pronoun","jeres"
2,"vestigium","noun","spor"
55,"vestimentum","noun","tøj"
17,"vestio","verb","klæder"
13,"vestis","noun","tøj"
1,"vestitus","noun","klædning"
1,"veteresco","verb","bliver ældre"
2,"veto","verb","forbyder"
17,"vetus","adjective","gammel"
1,"vetustas","noun","alderdom"
11,"vexo","verb","ryster"
87,"via","noun","vej"
1,"vicie(n)s","adverb","20 gange"
1,"vicina","noun","egne"
1,"vicinus","adjective","nærliggende"
5,"vicinus","noun","nabo"
2,"vicis","noun","skifte"
2,"victima","noun","offerdyr"
4,"victoria","noun","sejr"
2,"victus","noun","underhold"
9,"vicus","noun","kvarter"
636,"video","verb","ser"
17,"vidua","noun","ugift kvinde"
7,"vigilia","noun","vågen"
26,"vigilo","verb","holder nattevagt"
5,"viginti","cardinal_numeral","20"
4,"viginti quattuor","cardinal_numeral","24"
1,"viginti quinque","cardinal_numeral","25"
3,"vilicatio","noun","forvalter"
1,"vilico","verb","er avlsforvalter"
3,"vilicus","noun","avlsforvalter"
11,"villa","noun","hus"
21,"vincio","verb","binder"
25,"vinco","verb","sejrer"
3,"vinctus","noun","fange"
16,"vinculum","noun","bånd"
3,"vindemio","verb","høster  druer"
2,"vindex","noun","forsvarer"
5,"vindico","verb","forlanger"
5,"vindicta","noun","befrielse"
26,"vinea","noun","vinstok"
1,"vinolentus","adjective","fuld; fordrukken"
32,"vinum","noun","vin"
1,"violentus","adjective","voldsom"
3,"violo","verb","mishandler"
5,"vipera","noun","øgle"
193,"vir","noun","mand"
10,"virga","noun","pisk"
1,"virginitas","noun","jomfruelighed"
15,"virgo","noun","jomfru"
4,"viridis","adjective","grøn"
1,"viriliter","adverb","mandligt"
106,"virtus","noun","dyd"
1,"virus","noun","mand"
6,"vis","noun","kraft"
9,"viscera","noun","indre"
1,"visibilis","adjective","synlig"
13,"visio","noun","syn"
1,"visitatio","noun","besøg"
8,"visito","verb","besøger"
1,"viso","verb","syn"
2,"visum","noun","billede"
8,"visus","noun","syn"
108,"vita","noun","liv"
6,"vitis","noun","vinstok"
1,"vitium","noun","legemsfejl"
3,"vitreus","adjective","af glas; glas-"
2,"vitrum","noun","glas"
5,"vitulus","noun","tyrekalv"
3,"vitupero","verb","dadler; laster"
12,"vivifico","verb","gør levende"
90,"vivo","verb","lever"
22,"vivus","adjective","levende"
6,"vix","adverb","næppe"
8,"vocatio","noun","kald"
1,"vociferor","verb","råber"
167,"voco","verb","kalder"
3,"volatile","noun","flyvende; bevinget"
192,"volo I","verb","vil"
5,"volo II","verb","flyver"
10,"volucris","noun","fugl"
2,"voluntarius","adjective","frivilligt"
59,"voluntas","noun","vilje"
2,"voluptas","noun","nydelse"
1,"voluto","verb","ruller"
1,"volvo","verb","ruller; vælter"
1,"vorax","adjective","grådig; fortærende"
1353,"vos","personal_pronoun","I; jer"
3,"votum","noun","løfte"
135,"vox","noun","stemme"
1,"vulgus","noun","folk; pøbel"
3,"vulnero","verb","sår"
3,"vulnus","noun","sår"
3,"vulpes","noun","ræv"
3,"vultus","noun","ansigt"
2,"vulva","noun","livmoder"
3,"Zabulon","proper_noun","Zebulon"
11,"Zaccharias","proper_noun","Zakarias"
3,"Zaccheus","proper_noun","Zakæus"
1,"Zara","proper_noun","Zera"
12,"Zebedaeus","proper_noun","Zebedæus"
1,"zelo","verb","bliver misundelig"
2,"Zelotes","proper_noun","zeloten"
4,"zelus","noun","nidkærhed"
1,"Zenas","proper_noun","Zenas"
8,"zizania","noun","ukrudt"
1,"zmaragdus","noun","smaragd"
8,"zona","noun","bælte"
3,"Zorobabel","proper_noun","Zerubbabel"
